average_elo,encoded_pgn
2112.5,878 757 1857 234 368 787 801 506 998 1863 146 995 1910 960 697 412 1053 1475 1909 1764 246 936 2014 240 302 969 1707 1657 2063 1045 1713 817 751 35 453 1349 481 1652 1669 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1811.0,878 722 1857 506 679 234 1857 1313 998 1154 214 1801 35 1230 528 1427 719 960 1053 1911 1707 953 366 1863 1608 1045 1540 817 1350 551 350 1657 2015 1870 674 955 1983 1423 812 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1796.0,878 722 1857 783 1917 506 368 1856 722 889 1306 214 171 2020 343 916 118 1160 530 1900 1162 641 998 234 1275 1176 481 1845 734 1953 639 50 1421 1713 817 243 1747 2047 992 503 862 421 900 350 366 1346 1915 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1808.5,878 234 368 506 1411 1475 1306 722 1857 770 817 1502 230 960 1264 2014 359 359 1969 412 1375 1011 1917 573 249 1265 836 1764 83 812 308 1127 1588 288 679 1191 2061 783 1857 1909 885 1599 1927 1177 1917 350 1781 1723 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1809.5,878 722 1857 1801 1917 1265 1664 647 1306 624 368 1856 817 214 249 506 814 1191 722 2020 285 234 1917 679 679 1419 1910 870 332 1200 894 1670 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1734.5,878 506 722 1525 368 1346 1219 757 1380 777 1857 787 1167 1176 1675 639 927 1911 1099 328 817 817 1306 1392 1983 1505 35 560 1794 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1726.5,878 995 368 1346 722 757 1306 117 1857 1801 1411 787 787 1176 817 801 998 914 1242 1265 1896 551 2061 328 1420 1863 599 1685 1219 1801 35 368 1275 1053 1664 1873 279 1954 1501 1022 1883 874 742 302 249 657 1411 1652 1873 281 471 722 117 878 2030 38 1917 1518 1863 1764 1151 1022 238 1603 922 1512 146 567 -1 -1
2091.5,878 757 1857 995 334 1801 230 551 1927 111 591 579 1306 817 817 1320 1264 49 807 234 368 787 787 953 366 1646 1633 789 611 216 171 1904 118 1164 249 1969 35 1505 350 1346 722 344 1301 836 1608 1168 464 464 1805 615 1416 1636 1617 1036 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1913.0,878 757 1857 995 334 1346 230 1801 1927 506 591 368 817 722 1969 783 2061 817 556 1230 1785 1413 1945 812 1112 953 1393 770 1910 1992 349 2014 722 481 302 679 679 930 1713 1930 388 1988 862 1993 1615 1959 341 860 751 1216 51 2016 478 1337 974 729 472 1001 1517 1392 1252 1533 1873 302 1863 1320 -1 -1 -1 -1
1750.5,878 1346 42 506 1167 1176 1036 995 1726 129 1857 1801 368 889 1306 624 146 817 817 770 1619 894 230 755 1614 1427 1427 801 246 322 1200 1068 1312 571 1785 914 719 1238 1428 1249 1633 302 1394 1946 332 1910 1200 2063 1236 10 1924 1295 351 1268 1301 28 351 1521 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1706.0,878 757 1857 234 368 302 1588 1127 988 182 998 841 35 412 1167 1801 817 1863 1917 995 851 1346 136 42 1959 506 1057 783 568 328 1747 551 146 510 777 777 992 381 1120 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1758.5,878 1346 42 1959 998 1045 1857 506 368 995 1411 960 817 817 146 1863 1200 1764 1306 1313 777 1349 1535 1502 528 922 455 770 1857 302 1411 240 1657 571 1910 679 1205 953 1036 757 1848 1427 1665 787 452 412 787 953 1264 1612 308 714 332 1355 1301 955 1945 1792 1393 896 896 927 374 137 -1 -1 -1 -1 -1 -1
1733.0,878 551 368 111 998 234 35 1502 752 117 528 506 1053 817 1707 1873 366 2061 350 1484 1909 506 1275 1725 1112 757 1645 865 926 404 722 359 359 289 530 1998 1875 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1713.0,878 722 1857 1801 1917 506 368 1856 817 1462 722 848 801 1790 1036 947 1195 1436 1857 880 146 1080 598 1191 615 551 203 1001 230 249 694 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1893.5,878 1346 42 1502 1217 915 1857 722 1300 1863 1467 1872 679 1952 1197 551 1202 1178 1090 1536 615 1873 934 1996 817 49 598 1178 998 1462 334 302 862 506 1175 421 1915 1225 44 1178 258 1953 1725 907 171 848 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2127.5,878 234 368 506 998 1475 1857 722 1917 960 817 1502 2061 412 1264 770 851 2014 1873 1011 359 359 481 242 679 1419 42 755 1614 848 1927 573 757 841 234 1611 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2016.5,878 757 1857 1801 368 787 801 117 1081 506 998 995 35 289 1725 2020 1036 1320 817 922 1910 722 302 1053 481 136 42 76 1614 234 1301 1845 2052 714 1664 2021 1200 770 345 1952 757 55 177 177 55 953 1502 1057 1264 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1774.0,878 722 1857 1801 1917 2020 998 395 481 641 390 1587 1600 1726 368 801 801 1906 1420 889 1306 1191 1464 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1774.0,878 722 1857 1801 1917 506 368 1856 817 1313 1264 960 1186 817 1264 1462 1306 624 801 801 927 1392 2031 179 35 1764 284 281 1917 1882 284 922 1917 465 465 907 1731 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2101.5,878 722 1857 1801 1917 1265 1664 647 1306 624 817 234 249 953 368 1856 787 1733 1416 579 998 817 862 1834 900 2063 1945 955 1264 302 1588 661 481 271 760 733 597 75 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1694.5,878 995 334 1863 2052 770 368 1320 999 922 1306 2014 1081 111 1411 1909 1155 350 817 2020 1910 1801 1346 143 1726 1726 302 1053 1036 1535 790 1022 1713 1930 615 302 1313 1432 862 328 885 1097 787 896 879 714 1512 366 1501 1661 769 915 1300 885 1868 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 506 679 234 1857 1745 1588 1200 1917 551 802 2015 334 2047 998 111 146 1952 1162 1178 35 302 1053 1392 528 1801 146 436 1707 1320 2059 728 1300 1863 140 1953 1708 1906 1467 240 1675 1191 562 1603 1868 1392 1775 757 1810 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1616.0,878 1764 284 757 1857 1873 998 1336 817 1449 368 833 9 1346 42 787 1203 995 1726 1713 1264 328 1600 129 738 1075 1138 1906 862 350 1394 2014 414 1216 783 503 1018 777 1018 1953 143 32 626 1178 1264 1953 366 714 1420 1533 609 113 998 1178 212 1953 551 509 1405 778 276 1178 1618 1953 1307 509 1424 0 -1 -1
1616.0,878 1346 42 1502 1217 915 1857 506 1300 812 817 1873 368 2014 227 770 1600 1713 998 1320 1264 2061 1467 186 862 1505 1300 216 171 1200 1186 1939 1411 722 1340 186 697 1216 339 1906 1197 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1616.0,878 1346 42 722 1726 1713 1917 1873 1857 2061 817 2014 368 770 1264 757 129 1320 1278 960 227 1017 1490 129 1138 1801 769 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1699.0,878 722 1857 1801 1300 234 1306 506 368 1176 1346 76 1675 1508 817 960 1614 817 998 1845 1725 720 1664 1845 35 1320 1301 903 892 1502 757 988 55 55 234 1911 818 818 1520 1845 35 953 308 1109 1055 1355 1945 641 4 1160 11 76 518 960 414 409 769 1997 2021 1685 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 506 679 234 1857 1230 998 1346 722 510 1036 1462 368 1801 1945 812 455 801 927 757 1416 817 2026 551 1600 1713 1834 368 1002 2015 347 955 146 1216 468 322 723 1737 1053 404 1421 955 1200 327 455 503 1736 860 2020 1873 366 2061 1990 1735 292 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,368 1801 1346 877 878 506 1664 1320 279 279 1411 722 1857 757 679 234 1857 510 817 2014 709 1952 1619 1230 1945 1427 1242 1216 1650 1587 1910 117 332 344 284 281 1481 358 311 1587 1536 1937 1132 1996 998 478 1846 503 1420 359 1205 960 234 1922 1280 1216 995 1863 1321 1587 1193 1433 421 503 859 1551 598 112 124 0
1714.0,878 722 1857 1801 1917 506 334 1265 1306 234 817 817 230 1230 1945 1427 1870 953 1264 978 368 877 814 908 988 1969 1366 72 35 1299 615 1320 992 757 455 1295 1313 1313 1683 506 1550 1191 1120 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 1801 1857 1346 42 1646 1167 1176 1675 1794 817 1053 1614 722 679 754 368 506 1361 1183 416 1873 516 783 126 32 1375 2063 1895 1484 118 288 836 51 8 1255 226 2061 1112 1725 1664 1320 879 456 8 421 900 2014 757 55 255 350 19 1953 1501 1392 104 1178 321 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 506 998 1801 1300 1462 817 817 334 907 171 1346 42 877 679 1502 698 1764 851 1948 694 1392 368 922 1217 49 146 1612 246 1900 286 1191 1024 1587 47 1225 936 705 136 228 1138 1713 1264 843 1253 1178 272 778 1618 509 130 1953 51 1505 401 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 1801 1300 506 334 1346 679 1176 639 1794 722 641 817 1419 1264 1200 473 473 998 381 1834 350 28 1178 1419 509 646 783 898 1022 344 1502 1467 778 1991 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 1801 1917 1346 42 1462 1217 1872 817 506 679 755 516 1191 72 1366 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 1801 368 722 1346 885 1306 1420 284 1502 1411 1764 1857 1952 679 1205 1197 1587 1546 186 221 506 722 404 530 1900 2052 1536 1200 2036 734 186 347 2015 1200 2023 146 1486 35 627 1312 49 742 1392 1266 242 897 634 1053 1664 1614 626 938 449 1707 1001 1988 1191 1602 1906 25 1953 1533 0 -1 -1 -1 -1 -1 -1
2031.5,878 234 368 551 998 111 35 995 1910 328 1857 817 1036 1502 817 560 528 240 1909 722 302 1856 952 506 2014 1313 1313 1057 1312 953 1645 865 992 1346 699 404 1657 412 1230 757 1868 368 1792 302 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2036.0,878 757 1857 1801 368 787 801 506 998 801 927 1346 42 722 1546 960 1167 1191 862 1265 817 848 615 1863 698 1764 851 947 900 1045 234 1685 992 1946 766 404 1731 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 1801 1857 722 1917 1462 1306 624 817 506 368 1856 787 817 722 1200 1411 1346 1219 1050 1535 1230 35 978 646 1872 998 289 249 1513 1363 907 171 302 1657 1036 1747 1300 475 1533 533 1910 118 1962 1449 1036 1945 2014 871 1533 915 956 1874 1836 908 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 506 679 1313 615 1320 28 49 2062 960 1235 1075 476 509 790 1953 1158 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2087.0,368 506 1614 995 998 1462 1201 817 1411 1346 1857 757 817 1801 1725 907 171 1320 242 42 1576 1614 369 1392 2052 350 1264 1230 752 812 1141 366 878 1945 722 891 530 322 1910 801 787 1847 1711 837 2063 551 947 237 1976 1831 158 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2090.0,368 995 878 1320 1411 757 1346 506 1614 350 998 848 1945 1657 1857 234 862 1475 817 366 1630 960 679 679 1910 62 1259 42 136 922 1394 817 722 302 530 246 302 1444 332 1392 1952 388 242 246 705 1138 1726 1346 2036 2020 783 1930 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1714.0,878 722 1857 1801 1917 506 455 1462 516 2020 1090 1231 1175 1346 42 1145 1759 1906 998 1745 817 1872 334 381 1264 614 1340 812 1253 960 35 163 952 1930 129 1462 246 1900 1197 1587 1768 1225 1297 53 1418 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1800.5,368 506 1614 995 998 1346 242 136 878 328 1857 551 1036 111 35 1320 528 240 1053 922 366 506 1657 1313 1313 1535 1167 1502 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2121.0,368 302 146 770 1619 506 1201 234 998 2014 900 350 366 1909 1411 1863 1479 1801 1346 1646 1917 995 1725 1738 136 42 388 111 851 1346 288 1200 1959 1959 136 271 597 741 390 1953 1739 1415 1723 226 1839 1371 981 209 1318 778 1127 421 742 1764 351 1751 1142 1087 1247 960 2061 1177 2026 1725 1247 1889 -1 -1 -1 -1
1755.0,368 757 1346 234 1614 722 998 302 1927 506 591 960 878 817 1479 1863 2061 1475 817 281 1873 1764 733 760 1112 1432 1313 1313 1535 1608 308 1184 423 955 1142 146 1576 880 1910 1275 1617 240 351 2020 998 1992 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2017.5,368 506 1614 995 998 1346 242 42 146 960 1201 817 1411 1502 308 1475 1479 770 1619 848 900 1549 752 757 220 1614 369 510 345 1392 817 146 878 473 1432 118 1416 907 1154 1410 722 1897 2063 1946 697 2020 481 1045 1619 455 709 212 539 955 1197 404 292 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2010.0,368 995 878 1346 2052 757 42 42 999 1801 1300 1614 817 506 598 960 1657 1176 1306 679 359 848 1675 1794 1945 395 1857 1053 1112 836 308 1265 1950 740 862 770 1470 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1821.5,878 722 1857 1801 1300 1265 1306 506 368 1856 722 848 787 889 998 484 171 234 817 817 1945 395 1850 1108 1411 359 308 302 359 955 992 2020 1747 1107 995 328 556 1910 742 51 1791 421 18 1054 1308 1107 44 726 671 955 1839 1603 453 1392 754 609 1613 860 221 955 1613 860 221 955 -1 -1 -1 -1 -1 -1
2057.5,878 995 368 1346 2052 506 722 1472 999 757 1306 1801 1411 787 787 1952 817 1205 359 1960 679 679 1197 1175 1081 551 615 111 1167 1191 2047 755 1081 722 35 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1727.0,878 1952 368 722 359 1205 1917 1502 1197 551 1546 2020 683 111 1677 1231 1095 584 1857 1764 998 922 851 1845 1725 2047 618 1587 817 1392 480 1225 1747 778 722 1845 992 1269 995 1726 1200 111 506 246 246 421 1657 2049 752 2047 1664 240 639 1331 129 129 448 1917 1470 705 442 0 -1 -1 -1 -1 -1 -1 -1 -1
1763.5,878 757 1857 995 368 1346 42 787 1167 1176 1675 1794 1726 1713 817 1801 1306 214 1609 50 1154 1863 862 770 1144 509 1747 1359 892 1336 1030 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2061.0,878 722 1857 1801 1300 506 334 1265 646 1217 817 783 230 1230 1945 33 1264 2020 807 770 1312 1247 35 510 836 880 368 1053 126 1366 1664 1535 679 359 1895 1856 118 1495 615 1443 879 334 286 1022 2061 1434 471 1764 1792 451 850 765 1640 626 1452 785 1042 765 1834 2036 1416 1473 471 629 -1 -1 -1 -1 -1 -1
1817.0,878 757 1857 234 368 787 801 506 998 551 35 111 752 817 528 1392 1053 1176 1909 1801 366 350 1414 1484 1917 1657 851 1505 1232 1969 1256 11 1169 560 1275 495 600 685 950 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2023.5,878 757 1857 1801 1300 551 646 1217 334 111 1945 506 998 817 35 1320 528 240 2061 722 1275 1873 1645 865 1053 1952 366 1836 350 2014 1927 770 1232 1011 556 930 1338 860 503 1202 842 1986 1778 860 1910 1737 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1751.0,878 722 1857 1801 1300 234 368 1856 801 1176 998 1863 646 1872 817 328 1910 573 35 960 1785 757 1857 817 481 1300 671 884 1027 436 448 14 345 1005 1112 573 302 1657 679 1010 1495 1186 28 1392 626 359 965 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1976.5,878 995 368 234 998 506 1910 960 1857 817 1411 1502 817 1873 1945 1845 1725 1764 35 922 722 359 1205 481 136 1959 332 1887 455 551 1834 917 947 350 1249 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1760.0,1201 551 361 111 334 506 2052 1346 1927 722 591 817 1306 812 1112 757 1576 1801 817 953 878 368 1614 1608 1910 350 1857 1266 1711 848 1141 1275 1945 996 846 1396 302 885 1203 1856 1952 1005 1798 626 1448 1320 356 366 1794 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1752.0,878 757 1857 1801 368 787 801 234 998 1863 35 506 752 995 528 960 1053 412 1707 1764 1909 1664 218 1873 2014 240 366 2047 350 2061 915 1756 1520 841 551 2015 591 1414 1775 412 774 421 223 1112 694 1363 1725 1346 728 1456 1116 1537 1582 523 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1732.5,752 1801 1252 722 1927 1092 1617 1562 610 506 998 234 1201 510 334 302 1910 1992 1650 551 544 812 1992 2020 118 1053 1264 885 1036 953 1649 1207 2018 2014 1368 243 880 890 1138 2049 2049 1873 351 1022 33 2061 1264 1270 1836 1392 1937 179 628 641 1874 1801 911 608 1420 1869 885 801 1828 1857 1664 1990 1617 1162 1924 313
1713.5,878 757 1857 1801 368 787 801 506 998 234 146 995 528 960 1053 1176 1910 801 927 817 1909 1436 777 1349 751 506 722 359 1205 481 136 42 1959 812 585 551 1411 1355 1707 947 1896 974 729 614 366 571 350 1001 2015 2015 1105 1643 1112 1010 1709 456 1589 634 606 1633 1234 1745 1127 1255 307 0 -1 -1 -1 -1
1996.0,878 722 1857 1801 1300 1265 1306 506 368 1856 722 1200 817 214 1154 1154 171 817 1612 234 146 953 1411 641 1792 551 1275 1392 1917 754 1057 1127 455 679 851 812 1600 1713 862 1175 1747 722 118 1001 992 395 1945 421 1147 836 499 1312 1633 846 846 836 146 770 118 1320 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1993.0,878 1320 368 922 1411 551 1614 111 998 995 1857 328 35 817 528 1346 242 42 722 240 366 757 1275 787 1645 865 361 2047 350 1651 1259 436 2015 802 1312 49 528 836 1822 1057 926 186 407 1906 2023 334 1301 1743 141 525 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1999.5,878 722 1857 1801 1300 579 1306 1346 679 473 817 1612 1467 1872 368 1457 62 49 1646 137 337 1036 1264 381 915 915 1228 960 118 817 1361 155 1891 1005 2031 1937 35 877 549 1863 374 1969 2061 1367 1805 1952 981 956 614 1533 145 186 270 206 442 1533 1495 1622 614 621 787 302 1131 1808 1867 2014 765 1910 69 1909
2085.0,878 1346 42 506 368 136 1857 1230 1036 995 1945 33 1614 1723 817 1801 35 1427 1427 701 1467 1872 356 1723 1281 953 1609 50 998 783 1200 481 879 1156 1112 1873 564 1520 988 1867 676 2061 1177 1292 26 1199 499 1640 1356 481 118 546 549 1527 981 757 1512 1614 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1752.0,878 722 1857 1265 1917 506 334 110 1758 1435 1924 1502 1945 411 368 506 998 817 1393 1856 927 37 722 757 1817 1346 388 136 136 560 1264 1614 998 1801 862 1952 530 1745 2010 865 1243 1247 1403 404 556 978 1202 2015 1680 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1778.0,878 757 1857 551 368 234 988 182 998 841 35 1888 1300 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
