average_elo,encoded_pgn
1821.0,878 234 368 240 998 1549 1910 995 1857 960 1411 1502 817 770 722 481 302 1588 1127 1504 136 136 1983 812 118 2014 129 1713 1591 1178 1219 1685 1915 1239 1193 1225 962 1052 598 1527 1930 1131 626 1869 1614 1887 1042 1585 754 984 1252 1109 1664 1320 1114 279 1146 765 1047 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1836.0,878 1502 368 1346 42 242 1411 506 1306 1200 2052 1745 1167 1801 1313 1535 1857 1863 698 1764 369 995 817 1247 862 783 1685 1050 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1860.5,878 1502 368 1346 722 1745 1614 995 361 757 1312 1247 998 787 927 1801 1249 368 1377 182 118 1419 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1768.5,878 722 1857 1801 1300 579 998 1863 646 915 368 1952 359 679 679 1205 1197 1587 1546 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1784.5,878 995 368 1346 998 506 722 1472 1910 757 1857 1801 35 787 952 801 801 1265 1411 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1526.5,878 722 1857 1801 1300 1863 698 506 817 960 1264 1764 851 817 2061 1346 1551 473 455 1462 1872 755 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1489.0,878 1346 42 1959 998 1045 1857 1863 368 770 1917 506 1657 995 817 783 1910 1801 915 1872 332 2020 302 1588 1264 812 129 1713 892 848 2047 1670 1924 1878 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1545.5,878 1801 1857 722 1300 880 817 350 998 366 481 1045 334 885 801 1856 862 1502 16 1587 1917 281 1264 234 1834 1195 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1543.5,878 770 368 1863 1614 995 998 234 1857 1502 1036 960 817 240 35 1191 1346 242 42 722 1264 1320 679 1873 1904 1911 1848 2047 818 55 528 2014 366 1909 742 1087 862 1911 1868 350 549 328 146 836 246 1367 206 322 361 1080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1543.5,878 770 368 1863 998 995 1857 234 1917 1502 862 960 817 240 722 1346 851 1191 361 1764 2061 1664 1614 1873 242 242 1301 2014 900 350 366 1909 455 709 212 1368 288 366 1437 1713 369 1648 1877 1906 1983 328 1027 1279 351 544 1591 1202 632 909 1027 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1431.0,878 506 722 481 368 234 1614 1723 1857 1230 1945 33 1909 1247 1411 770 1002 802 995 757 1983 412 347 1953 1346 701 998 1863 35 464 1805 1764 878 560 817 1664 361 344 288 1873 722 1614 1219 1219 556 1424 332 1775 836 880 723 1900 573 1216 504 960 884 113 2049 358 1322 0 -1 -1 -1 -1 -1 -1 -1 -1
1891.5,878 722 1857 1801 1300 234 368 1176 1346 98 1675 1794 1614 1053 998 302 455 432 1490 714 752 1432 1432 506 817 573 1664 1836 757 960 308 1011 1366 1685 2047 1628 908 725 35 818 55 960 499 1320 1360 733 1420 240 819 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1469.5,878 757 1857 234 368 787 801 506 998 1801 146 722 868 1176 246 322 481 947 1516 1953 697 885 725 1658 1036 116 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1479.0,878 1346 42 1959 998 560 368 506 1857 1502 118 1745 1657 995 1909 1247 366 770 1202 802 697 1475 1053 1462 591 907 907 804 2014 212 212 481 362 1011 1095 1178 99 1225 889 757 2016 1867 1520 1663 392 182 981 1277 596 1080 1793 228 687 270 353 1332 1505 1537 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1462.5,878 722 1857 1801 1300 1265 1306 506 368 1733 817 1856 787 1863 646 1217 998 817 146 770 1619 2014 900 1230 1945 33 722 481 136 1959 249 1427 1242 1242 719 952 995 1713 264 1109 900 741 1883 938 1104 757 1264 722 1910 349 8 1615 1617 864 1031 696 751 1250 1498 955 1064 421 1589 404 569 0 -1 -1 -1 -1
1406.5,1201 757 368 787 1856 506 1857 995 1306 1801 1411 1346 817 783 146 817 1945 412 230 328 308 1176 246 1900 423 1001 556 728 1411 1813 1857 1730 528 327 1394 1191 615 1071 1745 1730 1983 832 332 1362 1924 832 332 1602 1924 1588 1057 1127 609 1349 1927 615 1617 304 396 1242 1924 1820 1264 0 -1 -1 -1 -1 -1 -1
1456.5,878 757 1857 1801 368 787 801 506 998 722 868 234 146 1863 1361 1764 481 960 246 246 1306 817 1183 812 1491 1505 1036 328 752 136 136 388 1959 236 528 117 1053 960 1112 789 1234 1664 1614 1873 1909 2061 2014 1363 1363 560 551 1796 213 980 145 1422 1192 2017 392 1088 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1507.0,878 722 1857 234 1917 812 129 1713 368 1856 801 2020 998 506 146 722 836 163 481 551 246 1067 390 1178 1739 322 1588 1057 817 1275 1983 1946 249 1216 1768 509 1117 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1303.5,878 1346 1857 473 455 302 1917 1801 615 395 1490 129 129 885 4 1600 1930 1502 334 551 1850 1850 998 1457 1966 1259 374 1099 28 1432 1313 817 817 571 1312 448 800 1471 374 624 1301 722 374 1392 714 281 1945 1733 1200 381 1669 1191 333 2005 1688 1001 506 246 1909 1735 1617 146 1031 0 -1 -1 -1 -1 -1 -1
1437.5,878 757 1857 234 368 787 801 506 998 1863 1917 995 851 960 817 817 1910 1764 697 922 302 1664 892 1535 1249 117 35 14 1600 1713 1713 1266 1027 567 1946 1434 1434 1200 1834 1425 549 811 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1432.5,878 1346 42 1959 998 560 368 1502 1857 1045 1657 506 1917 1475 983 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1422.5,878 722 1857 1801 1917 1265 1664 506 55 885 801 1856 817 1313 697 1346 1167 1502 1411 817 1535 473 28 1392 697 812 334 1505 1576 560 1361 841 1969 1256 740 1160 992 1332 952 804 1896 1952 246 186 99 1808 47 112 1804 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1388.0,878 757 1857 1801 368 787 801 117 35 1080 2052 801 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1449.5,878 757 1857 1346 42 506 234 1050 1917 1801 817 551 1306 111 368 787 787 817 998 289 851 877 1725 1513 1513 1948 146 762 5 1745 1264 1109 609 1355 1104 216 1945 1048 1393 2002 475 351 246 246 714 1139 1791 1001 714 178 1031 2021 1542 908 553 1403 1910 75 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1854.5,878 995 368 1346 998 473 1313 240 1927 1549 734 936 591 757 146 960 988 817 361 1520 817 117 246 1900 998 381 286 1191 2063 1080 892 1332 1933 841 818 1320 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1301.0,878 722 1857 234 368 1801 1917 770 998 1230 359 679 1612 914 719 812 1775 757 1167 1176 1675 1794 1612 506 249 1863 862 960 1053 817 481 136 1959 1764 1684 620 478 947 35 1355 1232 1911 754 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1837.0,878 722 1857 1801 1300 1863 698 1265 1306 234 368 1856 787 268 817 506 998 817 1945 1764 369 922 1264 1392 146 1646 547 757 1346 1873 1725 1845 1983 1614 528 1887 361 2020 1312 770 836 1231 1096 1108 1850 2020 1307 860 1875 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1387.0,878 722 1857 1801 1917 234 368 1952 817 877 894 1502 679 359 224 1017 359 137 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1832.0,878 722 1857 234 368 1856 927 1801 1300 1176 646 646 146 1952 1619 350 817 1300 1264 757 1192 2020 722 1053 530 163 1448 714 998 567 2010 1645 1035 2036 1077 778 1732 1869 403 859 738 1585 1633 938 1003 1869 501 778 182 1022 1394 846 206 1427 1665 328 1945 1332 1723 1216 1003 778 1006 2055 2029 1867 611 984 1393 0
1699.0,878 1346 42 1959 998 1045 1917 1801 1857 506 368 1863 817 995 146 960 528 817 992 1764 851 877 1346 1948 1363 1664 892 42 246 246 1746 1745 885 952 927 1443 448 1963 2047 1917 1301 1392 1112 1300 1959 2020 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1430.0,878 757 1857 995 368 787 801 1863 998 412 1036 1801 817 506 35 960 1910 234 332 817 302 381 1713 1713 146 1764 246 246 915 1756 1230 1664 2049 1900 722 922 1848 359 646 603 337 646 1200 1535 714 1505 1924 1443 1252 698 635 1331 392 1123 1153 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1395.0,878 1801 1857 1320 998 995 368 506 1300 960 817 817 146 770 246 246 366 922 350 146 722 1392 615 877 1411 1427 1242 234 1792 302 530 1900 1689 1191 1247 1533 1702 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1355.0,878 1346 42 1959 998 568 1036 2036 1857 659 751 620 368 1230 478 2063 862 1801 264 1505 862 1427 1427 365 1819 947 1017 1017 528 1778 981 5 481 995 1868 960 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1382.5,878 995 368 1346 998 757 42 42 1167 1801 1162 960 1857 506 817 817 1264 1392 528 117 988 1520 2031 1557 615 812 646 1872 892 560 818 841 35 506 1520 1392 885 1176 934 1132 1264 1176 1533 1745 475 1247 1254 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1308.0,878 234 368 551 998 111 1917 1801 1857 1230 817 1427 1242 801 539 1178 774 416 499 506 722 848 1219 1366 374 117 448 885 892 560 927 1781 1318 1953 1781 421 7 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1358.5,878 722 1857 1801 1300 506 817 1265 1306 350 368 1856 787 783 722 848 1219 1366 598 1191 615 366 146 506 646 1217 246 1900 998 1945 1927 1230 1346 242 136 1427 1242 1505 322 322 936 1392 1024 1001 1937 1937 374 1533 76 714 639 1952 452 1939 1846 302 1255 1970 619 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1513.0,878 722 1857 1801 1917 1265 1664 1199 1306 1801 368 1856 787 889 230 2020 817 506 722 848 1945 1790 359 679 679 1419 1264 554 554 960 285 234 1857 1176 615 757 1264 817 1349 1005 539 955 1576 1 283 1135 1978 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1513.0,878 722 1857 1801 1917 1265 1664 1199 1306 1801 368 1856 787 801 801 889 118 190 193 506 817 1313 1264 817 1186 1392 2031 179 998 234 1264 812 1600 1713 1138 163 1077 1937 814 1145 1927 757 481 626 1370 1808 1375 2014 286 634 1969 598 1617 1346 1375 368 221 1001 481 1735 1909 471 1810 0 -1 -1 -1 -1 -1 -1
1513.0,878 722 1857 1801 1917 1265 1664 1199 1306 1631 1572 506 679 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1374.5,878 995 368 1346 998 1462 722 757 1725 560 118 907 907 117 1834 395 774 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1354.0,878 1346 42 1959 998 560 1917 1801 1857 770 368 506 817 1230 1346 1657 1167 1502 1217 1872 1036 1427 1427 914 1242 481 35 1053 725 1154 568 765 171 1998 150 874 1961 1332 1834 722 356 714 716 201 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1413.5,878 757 1857 1801 368 787 801 551 1614 111 35 995 998 579 1036 817 528 1320 1183 922 817 1505 1055 1657 1112 302 1588 661 862 556 1239 1239 1946 1368 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1394.5,878 995 368 1346 998 757 1857 1801 42 42 1300 117 817 1614 1162 328 136 231 16 1953 9 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1839.5,878 1502 368 1346 998 473 1313 506 734 530 1036 783 1857 817 817 1392 1614 240 1112 1011 1576 1230 1945 33 308 2020 1747 571 1411 953 556 2000 836 1247 285 1490 1375 801 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1519.5,368 1346 862 506 1201 1230 752 1745 1411 995 361 889 1306 624 817 817 1312 1801 661 1588 1127 510 1785 1392 1817 1769 1992 880 308 947 1361 2067 423 955 754 1057 1127 328 1411 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1811.0,878 995 368 1346 2052 757 42 42 999 1614 1036 783 817 506 1657 812 982 770 1112 412 1950 740 1306 1472 356 817 701 1723 760 524 35 412 1614 381 1883 1745 1882 742 757 960 249 567 1657 1135 1104 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1814.5,878 234 368 506 998 551 35 111 752 817 528 1475 1909 757 1346 1657 1036 1863 1275 1764 1053 1969 1256 1950 1645 865 366 281 218 117 1306 1195 1282 1313 308 463 1857 466 710 1449 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1801.5,878 757 1857 234 1167 1176 1675 639 817 551 998 111 334 1549 1945 817 35 1863 2061 770 528 860 361 722 1873 1764 733 524 1112 1873 149 1346 42 136 1312 464 465 412 1200 302 1853 1723 1110 481 1785 1646 950 950 1969 1539 1306 62 1868 878 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1400.0,878 722 1857 506 679 1313 615 2020 28 641 998 1952 1857 302 1421 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1842.5,878 722 1857 1801 1917 506 334 770 1306 1863 817 960 1264 234 2061 817 1945 1392 230 1997 807 812 851 1963 1513 281 1312 1346 42 1959 308 1629 368 1856 1937 1937 836 334 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1406.5,878 722 1857 506 679 2020 368 234 1857 1230 1036 1801 817 1863 722 359 359 679 679 1419 1195 1436 1264 554 554 1953 984 509 2032 1022 862 1270 998 1952 374 770 714 2014 264 350 699 1320 1098 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1578.0,1910 1346 1857 506 1201 1801 1036 995 817 960 1112 368 1576 1265 1664 647 801 722 915 1872 1205 481 1230 817 697 1265 562 139 998 381 539 955 136 242 995 770 1978 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1756.0,878 995 368 1346 2052 757 42 42 1167 1176 1675 639 999 1447 615 1912 595 787 801 1549 2003 1053 146 1077 145 564 818 1520 246 1900 2059 243 1927 1503 1503 1486 1306 302 661 254 1533 1952 628 956 599 1953 1313 658 981 445 1945 1630 1909 1413 635 1320 1240 509 19 675 112 1178 358 1906 366 0 -1 -1 -1 -1
1584.0,878 722 1857 1801 1917 1265 1306 877 814 1145 1180 1906 368 234 1197 551 1202 880 943 2036 1202 2015 347 1587 480 1178 988 1867 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1377.5,878 757 1857 995 368 1346 42 722 359 1230 1167 1587 817 1427 1242 1863 1917 1952 312 1178 530 936 221 1438 201 1867 862 2020 998 551 1151 136 1793 1869 501 1270 35 1320 760 1083 2061 1801 954 778 1873 281 1983 381 249 603 337 111 1244 226 1988 679 1192 381 1868 603 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1418.0,878 1346 1857 473 455 506 998 1745 334 1457 1966 1801 1036 1657 817 1572 1572 62 1012 1502 516 1145 1792 1526 581 1906 1747 1313 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1420.5,878 757 1857 1801 1300 995 646 1872 817 234 1306 722 368 787 787 1346 359 473 738 1075 1155 1745 998 1247 479 302 1312 1265 862 328 1144 778 555 1869 714 481 501 1832 818 546 374 978 1725 1138 928 1832 475 1199 527 654 1458 1131 1819 494 1945 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1406.0,878 722 1857 1801 1917 1265 1306 506 334 848 817 350 1945 234 146 1952 118 395 2061 2014 1664 1909 553 1967 1967 41 332 75 55 73 1924 1984 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1559.5,1725 722 1614 506 998 1502 1927 1265 591 817 1201 770 1479 1346 242 242 817 368 892 1475 818 818 1664 1904 308 1745 252 1608 1259 1184 1597 476 1142 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1545.5,878 1346 42 1959 998 1045 1917 757 1857 995 817 506 1264 960 368 787 801 817 35 1863 697 1176 965 722 476 1856 862 567 1705 1705 414 1462 1725 214 527 796 1883 409 2004 1300 284 1551 1286 770 1945 1505 1263 676 1306 1200 1633 1952 1393 1425 1924 1200 1701 302 549 350 1927 551 1617 1001 374 1154 1301 481 140 0
1412.0,878 1502 368 182 118 1946 709 1952 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1777.5,878 995 368 757 1346 722 1857 234 1614 506 998 1845 1725 1176 1411 960 817 1887 1124 1863 752 1764 35 1664 527 343 1972 1873 1301 1845 1112 2047 1512 1948 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1483.5,878 1502 368 182 118 2063 1895 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1810.5,878 722 1857 1801 1917 1265 1306 506 334 234 817 770 2061 1863 1945 328 1264 573 35 268 230 817 807 1502 618 1392 1312 846 1805 1346 42 136 878 781 361 62 351 812 129 1138 249 2047 4 117 1664 1248 332 762 5 1517 351 571 249 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1500.0,878 1346 42 1959 1857 1230 1036 506 817 722 998 953 679 17 1268 641 1277 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1441.0,878 722 1857 1801 1917 1462 1306 1265 368 1346 388 1230 988 579 1467 915 817 817 1945 877 1215 137 337 571 859 859 230 1505 1664 1969 701 1320 1790 1952 1801 1392 1576 1186 374 1942 714 956 1039 598 1393 1392 836 551 2065 609 609 1191 628 1906 1360 1360 38 302 1614 2014 757 1909 1502 1953 750 1906 43 0 -1 -1
1400.5,878 757 1857 1346 42 1959 998 1045 1917 995 817 506 368 1801 988 137 337 1520 146 960 452 817 992 770 246 246 1300 1863 646 1872 1200 741 1657 922 240 1005 653 1911 1206 2056 734 1900 1692 1454 1969 194 194 946 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
1421.0,878 757 1857 995 368 1801 1346 42 42 98 1614 573 998 506 1036 960 817 817 146 783 1798 770 1619 68 68 136 242 341 1848 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
